Track,Lambda,UserId,Archetype,Precision@10,Precision@10_Ceiling,Recall@10,HR@10,MRR@10,NDCG@10,Language_Diversity,Genre_Diversity,Filter_Bubble_Score,Novelty@10
real,0.0,102105,bollywood,0.0,1.0,0.0,0.0,0.0,0.0,3,11,0.8,0.2
real,0.05,102105,bollywood,0.0,1.0,0.0,0.0,0.0,0.0,3,11,0.8,0.2
real,0.1,102105,bollywood,0.0,1.0,0.0,0.0,0.0,0.0,2,12,0.9,0.1
real,0.15,102105,bollywood,0.0,1.0,0.0,0.0,0.0,0.0,2,12,0.9,0.1
real,0.2,102105,bollywood,0.1,1.0,0.0526,1.0,0.1,0.0636,2,12,1.0,0.0
real,0.3,102105,bollywood,0.1,1.0,0.0526,1.0,0.2,0.0851,2,12,1.0,0.0
real,0.4,102105,bollywood,0.1,1.0,0.0526,1.0,0.2,0.0851,2,12,1.0,0.0
real,0.5,102105,bollywood,0.3,1.0,0.1579,1.0,0.25,0.2376,2,13,1.0,0.0
real,0.0,103573,hollywood,0.0,0.6,0.0,0.0,0.0,0.0,3,7,0.8,0.2
real,0.05,103573,hollywood,0.0,0.6,0.0,0.0,0.0,0.0,2,7,0.9,0.1
real,0.1,103573,hollywood,0.0,0.6,0.0,0.0,0.0,0.0,2,7,0.9,0.1
real,0.15,103573,hollywood,0.0,0.6,0.0,0.0,0.0,0.0,1,7,1.0,0.0
real,0.2,103573,hollywood,0.0,0.6,0.0,0.0,0.0,0.0,1,7,1.0,0.0
real,0.3,103573,hollywood,0.0,0.6,0.0,0.0,0.0,0.0,1,7,1.0,0.0
real,0.4,103573,hollywood,0.0,0.6,0.0,0.0,0.0,0.0,1,7,1.0,0.0
real,0.5,103573,hollywood,0.0,0.6,0.0,0.0,0.0,0.0,1,7,1.0,0.0
real,0.0,104534,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,5,12,0.4,0.6
real,0.05,104534,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,5,12,0.5,0.5
real,0.1,104534,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,4,12,0.7,0.3
real,0.15,104534,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,3,12,0.8,0.2
real,0.2,104534,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,3,12,0.8,0.2
real,0.3,104534,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,2,12,0.9,0.1
real,0.4,104534,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,1,10,1.0,0.0
real,0.5,104534,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,1,10,1.0,0.0
real,0.0,104645,mixed,0.4,1.0,0.0519,1.0,0.5,0.3854,4,15,0.5,0.5
real,0.05,104645,mixed,0.4,1.0,0.0519,1.0,1.0,0.4784,3,15,0.7,0.3
real,0.1,104645,mixed,0.4,1.0,0.0519,1.0,1.0,0.4912,3,14,0.8,0.2
real,0.15,104645,mixed,0.3,1.0,0.039,1.0,1.0,0.4249,2,14,0.9,0.1
real,0.2,104645,mixed,0.3,1.0,0.039,1.0,1.0,0.4249,1,14,1.0,0.0
real,0.3,104645,mixed,0.3,1.0,0.039,1.0,1.0,0.4249,1,14,1.0,0.0
real,0.4,104645,mixed,0.4,1.0,0.0519,1.0,1.0,0.4885,1,14,1.0,0.0
real,0.5,104645,mixed,0.4,1.0,0.0519,1.0,1.0,0.5353,1,14,1.0,0.0
real,0.0,104970,bollywood,0.1,0.3,0.3333,1.0,0.25,0.2021,2,8,0.9,0.1
real,0.05,104970,bollywood,0.1,0.3,0.3333,1.0,0.25,0.2021,2,8,0.9,0.1
real,0.1,104970,bollywood,0.1,0.3,0.3333,1.0,0.25,0.2021,2,8,0.9,0.1
real,0.15,104970,bollywood,0.1,0.3,0.3333,1.0,0.25,0.2021,1,8,1.0,0.0
real,0.2,104970,bollywood,0.1,0.3,0.3333,1.0,0.25,0.2021,1,8,1.0,0.0
real,0.3,104970,bollywood,0.1,0.3,0.3333,1.0,0.25,0.2021,1,8,1.0,0.0
real,0.4,104970,bollywood,0.1,0.3,0.3333,1.0,0.25,0.2021,1,8,1.0,0.0
real,0.5,104970,bollywood,0.1,0.3,0.3333,1.0,0.25,0.2021,2,9,1.0,0.0
real,0.0,106229,bollywood,0.2,1.0,0.0909,1.0,1.0,0.2985,2,9,0.9,0.1
real,0.05,106229,bollywood,0.2,1.0,0.0909,1.0,1.0,0.2985,2,9,0.9,0.1
real,0.1,106229,bollywood,0.3,1.0,0.1364,1.0,1.0,0.3621,1,9,1.0,0.0
real,0.15,106229,bollywood,0.3,1.0,0.1364,1.0,1.0,0.3621,1,9,1.0,0.0
real,0.2,106229,bollywood,0.3,1.0,0.1364,1.0,1.0,0.3621,1,9,1.0,0.0
real,0.3,106229,bollywood,0.3,1.0,0.1364,1.0,1.0,0.3621,1,9,1.0,0.0
real,0.4,106229,bollywood,0.3,1.0,0.1364,1.0,1.0,0.3621,1,9,1.0,0.0
real,0.5,106229,bollywood,0.2,1.0,0.0909,1.0,1.0,0.2985,2,9,1.0,0.0
real,0.0,106509,hollywood,0.2,1.0,0.087,1.0,0.25,0.1799,2,11,0.6,0.4
real,0.05,106509,hollywood,0.3,1.0,0.1304,1.0,0.3333,0.2743,2,11,0.9,0.1
real,0.1,106509,hollywood,0.3,1.0,0.1304,1.0,0.3333,0.2782,1,10,1.0,0.0
real,0.15,106509,hollywood,0.3,1.0,0.1304,1.0,0.3333,0.2782,1,10,1.0,0.0
real,0.2,106509,hollywood,0.3,1.0,0.1304,1.0,0.3333,0.2782,1,10,1.0,0.0
real,0.3,106509,hollywood,0.3,1.0,0.1304,1.0,0.3333,0.2782,1,10,1.0,0.0
real,0.4,106509,hollywood,0.3,1.0,0.1304,1.0,0.3333,0.2743,1,10,1.0,0.0
real,0.5,106509,hollywood,0.3,1.0,0.1304,1.0,0.3333,0.2782,1,12,1.0,0.0
real,0.0,106572,hollywood,0.1,0.9,0.1111,1.0,0.25,0.1012,5,9,0.6,0.4
real,0.05,106572,hollywood,0.1,0.9,0.1111,1.0,0.25,0.1012,4,9,0.7,0.3
real,0.1,106572,hollywood,0.1,0.9,0.1111,1.0,0.3333,0.1175,3,9,0.8,0.2
real,0.15,106572,hollywood,0.1,0.9,0.1111,1.0,0.3333,0.1175,3,9,0.8,0.2
real,0.2,106572,hollywood,0.1,0.9,0.1111,1.0,0.5,0.1483,2,9,0.9,0.1
real,0.3,106572,hollywood,0.1,0.9,0.1111,1.0,0.5,0.1483,1,10,1.0,0.0
real,0.4,106572,hollywood,0.1,0.9,0.1111,1.0,0.3333,0.1175,1,9,1.0,0.0
real,0.5,106572,hollywood,0.1,0.9,0.1111,1.0,0.3333,0.1175,1,9,1.0,0.0
real,0.0,107349,mixed,0.0,0.6,0.0,0.0,0.0,0.0,7,9,0.3,0.7
real,0.05,107349,mixed,0.0,0.6,0.0,0.0,0.0,0.0,5,8,0.6,0.4
real,0.1,107349,mixed,0.0,0.6,0.0,0.0,0.0,0.0,4,8,0.7,0.3
real,0.15,107349,mixed,0.0,0.6,0.0,0.0,0.0,0.0,3,8,0.8,0.2
real,0.2,107349,mixed,0.0,0.6,0.0,0.0,0.0,0.0,1,5,1.0,0.0
real,0.3,107349,mixed,0.0,0.6,0.0,0.0,0.0,0.0,1,5,1.0,0.0
real,0.4,107349,mixed,0.0,0.6,0.0,0.0,0.0,0.0,1,5,1.0,0.0
real,0.5,107349,mixed,0.0,0.6,0.0,0.0,0.0,0.0,1,4,1.0,0.0
real,0.0,107744,hollywood,0.2,1.0,0.1818,1.0,0.5,0.2122,4,5,0.6,0.4
real,0.05,107744,hollywood,0.2,1.0,0.1818,1.0,0.1667,0.1447,4,5,0.7,0.3
real,0.1,107744,hollywood,0.1,1.0,0.0909,1.0,0.125,0.0694,3,5,0.8,0.2
real,0.15,107744,hollywood,0.1,1.0,0.0909,1.0,0.1111,0.0663,2,5,0.9,0.1
real,0.2,107744,hollywood,0.1,1.0,0.0909,1.0,0.125,0.0694,2,5,0.9,0.1
real,0.3,107744,hollywood,0.1,1.0,0.0909,1.0,0.125,0.0694,1,5,1.0,0.0
real,0.4,107744,hollywood,0.1,1.0,0.0909,1.0,0.125,0.0694,1,5,1.0,0.0
real,0.5,107744,hollywood,0.1,1.0,0.0909,1.0,0.125,0.0694,1,5,1.0,0.0
real,0.0,108487,hollywood,0.0,0.9,0.0,0.0,0.0,0.0,4,6,0.7,0.3
real,0.05,108487,hollywood,0.0,0.9,0.0,0.0,0.0,0.0,2,6,0.9,0.1
real,0.1,108487,hollywood,0.0,0.9,0.0,0.0,0.0,0.0,2,6,0.9,0.1
real,0.15,108487,hollywood,0.0,0.9,0.0,0.0,0.0,0.0,1,6,1.0,0.0
real,0.2,108487,hollywood,0.0,0.9,0.0,0.0,0.0,0.0,1,6,1.0,0.0
real,0.3,108487,hollywood,0.0,0.9,0.0,0.0,0.0,0.0,1,6,1.0,0.0
real,0.4,108487,hollywood,0.0,0.9,0.0,0.0,0.0,0.0,1,8,1.0,0.0
real,0.5,108487,hollywood,0.0,0.9,0.0,0.0,0.0,0.0,1,6,1.0,0.0
real,0.0,108527,anime,0.0,0.4,0.0,0.0,0.0,0.0,4,10,0.8,0.2
real,0.05,108527,anime,0.0,0.4,0.0,0.0,0.0,0.0,3,10,0.9,0.1
real,0.1,108527,anime,0.0,0.4,0.0,0.0,0.0,0.0,2,10,1.0,0.0
real,0.15,108527,anime,0.0,0.4,0.0,0.0,0.0,0.0,2,10,1.0,0.0
real,0.2,108527,anime,0.0,0.4,0.0,0.0,0.0,0.0,2,10,1.0,0.0
real,0.3,108527,anime,0.0,0.4,0.0,0.0,0.0,0.0,2,9,1.0,0.0
real,0.4,108527,anime,0.0,0.4,0.0,0.0,0.0,0.0,2,9,1.0,0.0
real,0.5,108527,anime,0.0,0.4,0.0,0.0,0.0,0.0,1,8,1.0,0.0
real,0.0,108752,kdrama,0.1,0.4,0.25,1.0,0.2,0.151,1,6,1.0,0.0
real,0.05,108752,kdrama,0.1,0.4,0.25,1.0,0.2,0.151,1,6,1.0,0.0
real,0.1,108752,kdrama,0.1,0.4,0.25,1.0,0.2,0.151,1,6,1.0,0.0
real,0.15,108752,kdrama,0.1,0.4,0.25,1.0,0.2,0.151,1,6,1.0,0.0
real,0.2,108752,kdrama,0.1,0.4,0.25,1.0,0.2,0.151,1,6,1.0,0.0
real,0.3,108752,kdrama,0.1,0.4,0.25,1.0,0.2,0.151,1,6,1.0,0.0
real,0.4,108752,kdrama,0.1,0.4,0.25,1.0,0.2,0.151,2,8,1.0,0.0
real,0.5,108752,kdrama,0.1,0.4,0.25,1.0,0.125,0.1232,2,10,1.0,0.0
real,0.0,111434,hollywood,0.1,0.3,0.3333,1.0,1.0,0.4693,4,8,0.7,0.3
real,0.05,111434,hollywood,0.1,0.3,0.3333,1.0,1.0,0.4693,4,8,0.7,0.3
real,0.1,111434,hollywood,0.1,0.3,0.3333,1.0,1.0,0.4693,3,9,0.8,0.2
real,0.15,111434,hollywood,0.1,0.3,0.3333,1.0,1.0,0.4693,2,9,0.9,0.1
real,0.2,111434,hollywood,0.1,0.3,0.3333,1.0,1.0,0.4693,1,10,1.0,0.0
real,0.3,111434,hollywood,0.1,0.3,0.3333,1.0,1.0,0.4693,1,10,1.0,0.0
real,0.4,111434,hollywood,0.1,0.3,0.3333,1.0,1.0,0.4693,1,9,1.0,0.0
real,0.5,111434,hollywood,0.1,0.3,0.3333,1.0,1.0,0.4693,1,9,1.0,0.0
real,0.0,111862,mixed,0.1,1.0,0.0385,1.0,0.1,0.0636,6,12,0.5,0.5
real,0.05,111862,mixed,0.1,1.0,0.0385,1.0,0.1111,0.0663,5,12,0.6,0.4
real,0.1,111862,mixed,0.2,1.0,0.0769,1.0,0.1111,0.1299,4,12,0.7,0.3
real,0.15,111862,mixed,0.2,1.0,0.0769,1.0,0.125,0.1357,4,12,0.7,0.3
real,0.2,111862,mixed,0.2,1.0,0.0769,1.0,0.1429,0.1428,3,11,0.8,0.2
real,0.3,111862,mixed,0.2,1.0,0.0769,1.0,0.1667,0.1518,1,12,1.0,0.0
real,0.4,111862,mixed,0.2,1.0,0.0769,1.0,0.1667,0.1518,1,12,1.0,0.0
real,0.5,111862,mixed,0.2,1.0,0.0769,1.0,0.1667,0.1518,1,11,1.0,0.0
real,0.0,112016,anime,0.1,0.4,0.25,1.0,0.3333,0.1952,2,8,1.0,0.0
real,0.05,112016,anime,0.1,0.4,0.25,1.0,0.5,0.2463,2,8,1.0,0.0
real,0.1,112016,anime,0.1,0.4,0.25,1.0,0.5,0.2463,2,8,1.0,0.0
real,0.15,112016,anime,0.1,0.4,0.25,1.0,1.0,0.3904,2,8,1.0,0.0
real,0.2,112016,anime,0.1,0.4,0.25,1.0,1.0,0.3904,2,8,1.0,0.0
real,0.3,112016,anime,0.1,0.4,0.25,1.0,1.0,0.3904,2,9,1.0,0.0
real,0.4,112016,anime,0.1,0.4,0.25,1.0,1.0,0.3904,2,9,1.0,0.0
real,0.5,112016,anime,0.1,0.4,0.25,1.0,1.0,0.3904,1,8,1.0,0.0
real,0.0,113802,anime,0.0,0.2,0.0,0.0,0.0,0.0,3,9,0.8,0.2
real,0.05,113802,anime,0.0,0.2,0.0,0.0,0.0,0.0,3,9,0.8,0.2
real,0.1,113802,anime,0.0,0.2,0.0,0.0,0.0,0.0,3,9,0.9,0.1
real,0.15,113802,anime,0.0,0.2,0.0,0.0,0.0,0.0,3,10,0.9,0.1
real,0.2,113802,anime,0.0,0.2,0.0,0.0,0.0,0.0,2,10,1.0,0.0
real,0.3,113802,anime,0.0,0.2,0.0,0.0,0.0,0.0,2,10,1.0,0.0
real,0.4,113802,anime,0.0,0.2,0.0,0.0,0.0,0.0,2,9,1.0,0.0
real,0.5,113802,anime,0.0,0.2,0.0,0.0,0.0,0.0,1,10,1.0,0.0
real,0.0,114565,kdrama,0.1,1.0,0.0435,1.0,0.1111,0.0663,7,8,0.4,0.6
real,0.05,114565,kdrama,0.1,1.0,0.0435,1.0,0.1667,0.0784,5,7,0.6,0.4
real,0.1,114565,kdrama,0.1,1.0,0.0435,1.0,0.25,0.0948,3,6,0.8,0.2
real,0.15,114565,kdrama,0.1,1.0,0.0435,1.0,0.25,0.0948,3,7,0.9,0.1
real,0.2,114565,kdrama,0.1,1.0,0.0435,1.0,0.1667,0.0784,3,7,0.9,0.1
real,0.3,114565,kdrama,0.1,1.0,0.0435,1.0,0.125,0.0694,2,10,1.0,0.0
real,0.4,114565,kdrama,0.1,1.0,0.0435,1.0,0.125,0.0694,2,10,1.0,0.0
real,0.5,114565,kdrama,0.1,1.0,0.0435,1.0,0.1429,0.0734,1,11,1.0,0.0
real,0.0,114580,bollywood,0.1,1.0,0.027,1.0,0.3333,0.11,5,7,0.6,0.4
real,0.05,114580,bollywood,0.1,1.0,0.027,1.0,0.5,0.1389,4,10,0.7,0.3
real,0.1,114580,bollywood,0.1,1.0,0.027,1.0,0.5,0.1389,3,13,0.8,0.2
real,0.15,114580,bollywood,0.1,1.0,0.027,1.0,0.5,0.1389,2,13,0.9,0.1
real,0.2,114580,bollywood,0.1,1.0,0.027,1.0,0.5,0.1389,2,13,0.9,0.1
real,0.3,114580,bollywood,0.1,1.0,0.027,1.0,0.5,0.1389,1,12,1.0,0.0
real,0.4,114580,bollywood,0.1,1.0,0.027,1.0,0.5,0.1389,2,9,1.0,0.0
real,0.5,114580,bollywood,0.3,1.0,0.0811,1.0,0.3333,0.2686,2,11,1.0,0.0
real,0.0,114754,hollywood,0.4,1.0,0.1905,1.0,1.0,0.4698,1,9,1.0,0.0
real,0.05,114754,hollywood,0.4,1.0,0.1905,1.0,1.0,0.4671,1,9,1.0,0.0
real,0.1,114754,hollywood,0.4,1.0,0.1905,1.0,1.0,0.4671,1,9,1.0,0.0
real,0.15,114754,hollywood,0.4,1.0,0.1905,1.0,1.0,0.4671,1,9,1.0,0.0
real,0.2,114754,hollywood,0.4,1.0,0.1905,1.0,1.0,0.4671,1,9,1.0,0.0
real,0.3,114754,hollywood,0.3,1.0,0.1429,1.0,1.0,0.4035,1,8,1.0,0.0
real,0.4,114754,hollywood,0.3,1.0,0.1429,1.0,1.0,0.4035,1,8,1.0,0.0
real,0.5,114754,hollywood,0.3,1.0,0.1429,1.0,1.0,0.4035,1,8,1.0,0.0
real,0.0,115633,anime,0.0,0.5,0.0,0.0,0.0,0.0,4,7,0.7,0.3
real,0.05,115633,anime,0.0,0.5,0.0,0.0,0.0,0.0,4,7,0.8,0.2
real,0.1,115633,anime,0.0,0.5,0.0,0.0,0.0,0.0,4,7,0.8,0.2
real,0.15,115633,anime,0.1,0.5,0.2,1.0,0.1,0.098,4,7,0.8,0.2
real,0.2,115633,anime,0.0,0.5,0.0,0.0,0.0,0.0,4,7,0.8,0.2
real,0.3,115633,anime,0.0,0.5,0.0,0.0,0.0,0.0,3,13,0.9,0.1
real,0.4,115633,anime,0.0,0.5,0.0,0.0,0.0,0.0,2,13,1.0,0.0
real,0.5,115633,anime,0.0,0.5,0.0,0.0,0.0,0.0,1,12,1.0,0.0
real,0.0,115968,hollywood,0.4,1.0,0.25,1.0,0.25,0.3038,1,11,1.0,0.0
real,0.05,115968,hollywood,0.4,1.0,0.25,1.0,0.25,0.3038,1,11,1.0,0.0
real,0.1,115968,hollywood,0.4,1.0,0.25,1.0,0.25,0.3038,1,11,1.0,0.0
real,0.15,115968,hollywood,0.4,1.0,0.25,1.0,0.25,0.3038,1,11,1.0,0.0
real,0.2,115968,hollywood,0.4,1.0,0.25,1.0,0.25,0.3038,1,11,1.0,0.0
real,0.3,115968,hollywood,0.4,1.0,0.25,1.0,0.25,0.3038,1,11,1.0,0.0
real,0.4,115968,hollywood,0.4,1.0,0.25,1.0,0.25,0.298,1,11,1.0,0.0
real,0.5,115968,hollywood,0.4,1.0,0.25,1.0,0.25,0.2941,1,11,1.0,0.0
real,0.0,117918,anime,0.1,0.4,0.25,1.0,0.5,0.2463,3,7,0.9,0.1
real,0.05,117918,anime,0.1,0.4,0.25,1.0,0.5,0.2463,3,7,0.9,0.1
real,0.1,117918,anime,0.1,0.4,0.25,1.0,0.5,0.2463,2,7,1.0,0.0
real,0.15,117918,anime,0.1,0.4,0.25,1.0,0.5,0.2463,2,7,1.0,0.0
real,0.2,117918,anime,0.1,0.4,0.25,1.0,0.5,0.2463,2,7,1.0,0.0
real,0.3,117918,anime,0.1,0.4,0.25,1.0,0.5,0.2463,2,9,1.0,0.0
real,0.4,117918,anime,0.1,0.4,0.25,1.0,0.5,0.2463,1,9,1.0,0.0
real,0.5,117918,anime,0.1,0.4,0.25,1.0,0.3333,0.1952,1,8,1.0,0.0
real,0.0,118699,hollywood,0.1,1.0,0.04,1.0,1.0,0.2201,3,10,0.8,0.2
real,0.05,118699,hollywood,0.1,1.0,0.04,1.0,1.0,0.2201,1,10,1.0,0.0
real,0.1,118699,hollywood,0.1,1.0,0.04,1.0,1.0,0.2201,1,10,1.0,0.0
real,0.15,118699,hollywood,0.1,1.0,0.04,1.0,1.0,0.2201,1,10,1.0,0.0
real,0.2,118699,hollywood,0.1,1.0,0.04,1.0,1.0,0.2201,1,10,1.0,0.0
real,0.3,118699,hollywood,0.1,1.0,0.04,1.0,1.0,0.2201,1,10,1.0,0.0
real,0.4,118699,hollywood,0.1,1.0,0.04,1.0,1.0,0.2201,1,10,1.0,0.0
real,0.5,118699,hollywood,0.1,1.0,0.04,1.0,1.0,0.2201,1,8,1.0,0.0
real,0.0,119331,hollywood,0.0,1.0,0.0,0.0,0.0,0.0,4,10,0.7,0.3
real,0.05,119331,hollywood,0.0,1.0,0.0,0.0,0.0,0.0,2,10,0.9,0.1
real,0.1,119331,hollywood,0.0,1.0,0.0,0.0,0.0,0.0,2,10,0.9,0.1
real,0.15,119331,hollywood,0.1,1.0,0.0769,1.0,0.1,0.0636,2,10,0.9,0.1
real,0.2,119331,hollywood,0.1,1.0,0.0769,1.0,0.1429,0.0734,1,10,1.0,0.0
real,0.3,119331,hollywood,0.1,1.0,0.0769,1.0,0.2,0.0851,1,10,1.0,0.0
real,0.4,119331,hollywood,0.1,1.0,0.0769,1.0,0.2,0.0851,1,10,1.0,0.0
real,0.5,119331,hollywood,0.1,1.0,0.0769,1.0,0.1667,0.0784,1,10,1.0,0.0
real,0.0,119615,hollywood,0.0,0.5,0.0,0.0,0.0,0.0,2,8,0.7,0.3
real,0.05,119615,hollywood,0.0,0.5,0.0,0.0,0.0,0.0,2,8,0.7,0.3
real,0.1,119615,hollywood,0.0,0.5,0.0,0.0,0.0,0.0,2,8,0.7,0.3
real,0.15,119615,hollywood,0.0,0.5,0.0,0.0,0.0,0.0,2,9,0.8,0.2
real,0.2,119615,hollywood,0.0,0.5,0.0,0.0,0.0,0.0,2,9,0.8,0.2
real,0.3,119615,hollywood,0.0,0.5,0.0,0.0,0.0,0.0,2,9,0.9,0.1
real,0.4,119615,hollywood,0.0,0.5,0.0,0.0,0.0,0.0,1,9,1.0,0.0
real,0.5,119615,hollywood,0.0,0.5,0.0,0.0,0.0,0.0,1,9,1.0,0.0
real,0.0,119785,hollywood,0.1,0.5,0.2,1.0,0.5,0.214,2,11,0.9,0.1
real,0.05,119785,hollywood,0.1,0.5,0.2,1.0,0.5,0.214,2,11,0.9,0.1
real,0.1,119785,hollywood,0.1,0.5,0.2,1.0,0.5,0.214,1,11,1.0,0.0
real,0.15,119785,hollywood,0.1,0.5,0.2,1.0,0.5,0.214,1,11,1.0,0.0
real,0.2,119785,hollywood,0.1,0.5,0.2,1.0,0.5,0.214,1,11,1.0,0.0
real,0.3,119785,hollywood,0.1,0.5,0.2,1.0,0.5,0.214,1,11,1.0,0.0
real,0.4,119785,hollywood,0.1,0.5,0.2,1.0,0.5,0.214,1,11,1.0,0.0
real,0.5,119785,hollywood,0.1,0.5,0.2,1.0,0.5,0.214,1,11,1.0,0.0
real,0.0,120184,hollywood,0.1,1.0,0.1,1.0,0.25,0.0948,4,10,0.6,0.4
real,0.05,120184,hollywood,0.2,1.0,0.2,1.0,0.25,0.1682,1,10,1.0,0.0
real,0.1,120184,hollywood,0.2,1.0,0.2,1.0,0.25,0.1682,1,10,1.0,0.0
real,0.15,120184,hollywood,0.2,1.0,0.2,1.0,0.25,0.1682,1,10,1.0,0.0
real,0.2,120184,hollywood,0.2,1.0,0.2,1.0,0.25,0.1682,1,10,1.0,0.0
real,0.3,120184,hollywood,0.2,1.0,0.2,1.0,0.25,0.1682,1,10,1.0,0.0
real,0.4,120184,hollywood,0.2,1.0,0.2,1.0,0.25,0.1642,1,10,1.0,0.0
real,0.5,120184,hollywood,0.2,1.0,0.2,1.0,0.25,0.1642,1,10,1.0,0.0
real,0.0,120578,mixed,0.1,0.7,0.1429,1.0,0.125,0.0867,2,7,0.8,0.2
real,0.05,120578,mixed,0.0,0.7,0.0,0.0,0.0,0.0,1,7,1.0,0.0
real,0.1,120578,mixed,0.0,0.7,0.0,0.0,0.0,0.0,1,7,1.0,0.0
real,0.15,120578,mixed,0.0,0.7,0.0,0.0,0.0,0.0,1,7,1.0,0.0
real,0.2,120578,mixed,0.0,0.7,0.0,0.0,0.0,0.0,1,7,1.0,0.0
real,0.3,120578,mixed,0.0,0.7,0.0,0.0,0.0,0.0,1,7,1.0,0.0
real,0.4,120578,mixed,0.0,0.7,0.0,0.0,0.0,0.0,1,7,1.0,0.0
real,0.5,120578,mixed,0.0,0.7,0.0,0.0,0.0,0.0,1,7,1.0,0.0
real,0.0,121040,hollywood,0.0,0.2,0.0,0.0,0.0,0.0,4,10,0.4,0.6
real,0.05,121040,hollywood,0.0,0.2,0.0,0.0,0.0,0.0,4,10,0.7,0.3
real,0.1,121040,hollywood,0.0,0.2,0.0,0.0,0.0,0.0,3,10,0.8,0.2
real,0.15,121040,hollywood,0.0,0.2,0.0,0.0,0.0,0.0,2,11,0.9,0.1
real,0.2,121040,hollywood,0.0,0.2,0.0,0.0,0.0,0.0,2,11,0.9,0.1
real,0.3,121040,hollywood,0.0,0.2,0.0,0.0,0.0,0.0,1,11,1.0,0.0
real,0.4,121040,hollywood,0.0,0.2,0.0,0.0,0.0,0.0,1,9,1.0,0.0
real,0.5,121040,hollywood,0.0,0.2,0.0,0.0,0.0,0.0,1,8,1.0,0.0
real,0.0,121498,kdrama,0.0,0.5,0.0,0.0,0.0,0.0,2,10,1.0,0.0
real,0.05,121498,kdrama,0.0,0.5,0.0,0.0,0.0,0.0,2,10,1.0,0.0
real,0.1,121498,kdrama,0.0,0.5,0.0,0.0,0.0,0.0,2,10,1.0,0.0
real,0.15,121498,kdrama,0.0,0.5,0.0,0.0,0.0,0.0,2,10,1.0,0.0
real,0.2,121498,kdrama,0.0,0.5,0.0,0.0,0.0,0.0,1,10,1.0,0.0
real,0.3,121498,kdrama,0.0,0.5,0.0,0.0,0.0,0.0,1,10,1.0,0.0
real,0.4,121498,kdrama,0.0,0.5,0.0,0.0,0.0,0.0,1,11,1.0,0.0
real,0.5,121498,kdrama,0.0,0.5,0.0,0.0,0.0,0.0,1,11,1.0,0.0
real,0.0,121646,hollywood,0.1,0.8,0.125,1.0,1.0,0.2529,2,5,0.9,0.1
real,0.05,121646,hollywood,0.1,0.8,0.125,1.0,1.0,0.2529,2,5,0.9,0.1
real,0.1,121646,hollywood,0.1,0.8,0.125,1.0,1.0,0.2529,2,5,0.9,0.1
real,0.15,121646,hollywood,0.1,0.8,0.125,1.0,1.0,0.2529,2,4,0.9,0.1
real,0.2,121646,hollywood,0.1,0.8,0.125,1.0,1.0,0.2529,1,5,1.0,0.0
real,0.3,121646,hollywood,0.1,0.8,0.125,1.0,1.0,0.2529,1,5,1.0,0.0
real,0.4,121646,hollywood,0.1,0.8,0.125,1.0,1.0,0.2529,1,5,1.0,0.0
real,0.5,121646,hollywood,0.1,0.8,0.125,1.0,1.0,0.2529,1,5,1.0,0.0
real,0.0,123670,bollywood,0.0,1.0,0.0,0.0,0.0,0.0,7,14,0.1,0.9
real,0.05,123670,bollywood,0.1,1.0,0.0093,1.0,0.1429,0.0734,6,14,0.3,0.7
real,0.1,123670,bollywood,0.2,1.0,0.0185,1.0,0.2,0.1514,5,14,0.5,0.5
real,0.15,123670,bollywood,0.2,1.0,0.0185,1.0,0.2,0.1546,4,12,0.7,0.3
real,0.2,123670,bollywood,0.2,1.0,0.0185,1.0,0.25,0.1682,4,12,0.7,0.3
real,0.3,123670,bollywood,0.3,1.0,0.0278,1.0,0.3333,0.2547,3,13,0.8,0.2
real,0.4,123670,bollywood,0.3,1.0,0.0278,1.0,0.5,0.3031,1,12,1.0,0.0
real,0.5,123670,bollywood,0.3,1.0,0.0278,1.0,0.5,0.307,1,12,1.0,0.0
real,0.0,125177,anime,0.3,0.5,0.6,1.0,1.0,0.6992,2,8,1.0,0.0
real,0.05,125177,anime,0.3,0.5,0.6,1.0,1.0,0.6992,2,8,1.0,0.0
real,0.1,125177,anime,0.3,0.5,0.6,1.0,1.0,0.7227,2,8,1.0,0.0
real,0.15,125177,anime,0.3,0.5,0.6,1.0,1.0,0.7227,2,8,1.0,0.0
real,0.2,125177,anime,0.3,0.5,0.6,1.0,1.0,0.7227,2,8,1.0,0.0
real,0.3,125177,anime,0.3,0.5,0.6,1.0,1.0,0.7227,2,8,1.0,0.0
real,0.4,125177,anime,0.3,0.5,0.6,1.0,1.0,0.7227,2,8,1.0,0.0
real,0.5,125177,anime,0.3,0.5,0.6,1.0,1.0,0.7227,1,8,1.0,0.0
real,0.0,127164,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,6,6,0.5,0.5
real,0.05,127164,hollywood,0.1,0.7,0.1429,1.0,0.1111,0.0827,5,7,0.6,0.4
